键值(key),翻译(msgstr)
IDS_SCENARIO_1_DEFENCE_SOUTH,博格入侵
IDS_SCENARIO_1_DEFENCE_WEST,博格入侵
IDS_SCENARIO_1_MODERNERA_PVE_ATTACK,破碎时空
IDS_SCENARIO_2WAGONS_REVERCED,飞艇护卫：替代模式。
IDS_SCENARIO_2_MODERNERA_PVE_DEFENCE,裂隙警戒
IDS_SCENARIO_2_OFFENCE_EAST,瓦肯反击
IDS_SCENARIO_2_OFFENCE_NORTH,瓦肯反击
IDS_SCENARIO_2_OFFENCE_NORTH_EAST,瓦肯反击
IDS_SCENARIO_2_OFFENCE_NORTH_WEST,瓦肯反击
IDS_SCENARIO_2_OFFENCE_SOUTH,瓦肯反击
IDS_SCENARIO_2_OFFENCE_SOUTH_EAST,瓦肯反击
IDS_SCENARIO_2_OFFENCE_SOUTH_WEST,瓦肯反击
IDS_SCENARIO_2_OFFENCE_WEST,瓦肯反击
IDS_SCENARIO_3_BOSS_FIGHT,头目战
IDS_SCENARIO_AIRBARRIER,隐蔽机动战
IDS_SCENARIO_ARMSRACE,军备竞赛
IDS_SCENARIO_ARMSRACE_COOP,军备竞赛：联合作战
IDS_SCENARIO_ARMSRACE_SKIRMISH,军备竞赛
IDS_SCENARIO_ASYMMETRIC_BATTLE,非对称战斗
IDS_SCENARIO_ASYMM_2POINT_COOP,非对称战斗 — 标准
IDS_SCENARIO_ASYMM_2POINT_COOP_REVISED,非对称战斗 — 标准 — 替代
IDS_SCENARIO_ASYMM_3POINT_COOP,非对称战斗 — 统治
IDS_SCENARIO_ASYMM_3POINT_COOP_REVISED,非对称战斗 — 统治 — 替代
IDS_SCENARIO_BATTLE_ROYALE,野蛮之战
IDS_SCENARIO_BATTLE_ROYALE_,野蛮之战2
IDS_SCENARIO_BATTLE_ROYALE_2,游戏模式名称
IDS_SCENARIO_CONVOY1R_LIGHT,护航战（标准）
IDS_SCENARIO_CONVOYPVE,危机航线
IDS_SCENARIO_CONVOY_12X12,护航战。标准航线。
IDS_SCENARIO_CONVOY_12X12_B,护航战。替代航线。
IDS_SCENARIO_CONVOY_12X12_W,护航战。标准航线。气旋。
IDS_SCENARIO_CVC_DOMINATION,军团。统治。
IDS_SCENARIO_CVC_DOMINATION_BRAWL,对决。混战
IDS_SCENARIO_CVC_DOMINATION_OBSERV0,军团。统治。比赛。
IDS_SCENARIO_CVC_DOMINATION_SC,军团。统治。
IDS_SCENARIO_DEFAULTDOMINATION,标准战：统治
IDS_SCENARIO_DEFAULTFRAGS,标准战：进攻
IDS_SCENARIO_DEFAULTHOLDREWARD,标准战：防守
IDS_SCENARIO_DEFAULT_TEST,新手任务
IDS_SCENARIO_DOMINATION_2POINT,标准战
IDS_SCENARIO_DOMINATION_2POINT_BRAWL,对决。标准战
IDS_SCENARIO_DOMINATION_2POINT_COOP,标准战 — 联合作战
IDS_SCENARIO_DOMINATION_2POINT_COOPPOINT,标准战 — 联合作战
IDS_SCENARIO_DOMINATION_2_BASES_SECOND,标准战 — 第二局
IDS_SCENARIO_DOMINATION_3POINT,统治
IDS_SCENARIO_DOMINATION_3POINT_ASYMM,统治 — 3个关键区域 — 非对称战斗
IDS_SCENARIO_DOMINATION_3POINT_BRAWL,对决。统治
IDS_SCENARIO_DOMINATION_3POINT_COOP,统治 — 联合作战
IDS_SCENARIO_DOMINATION_3POINT_REVISED,统治。替代模式。
IDS_SCENARIO_DOMINATION_3POINT_REVISED_COOP,统治 — 联合作战 — 替代
IDS_SCENARIO_DOMINATION_3_BASES,统治 — 3个关键区域
IDS_SCENARIO_DOMINATION_4POINT,统治 — 4个关键区域
IDS_SCENARIO_DOMINATION_4POINT_ALT,统治 — 4个关键区域 — 替代
IDS_SCENARIO_DOMINATION_4POINT_COOP,统治 — 4个关键区域 — 联合作战
IDS_SCENARIO_DOMINATION_4POINT_REVISED,统治 — 4个关键区域 — 替代
IDS_SCENARIO_DOMINATION_4POINT_ROMB,统治 — 4个关键区域 — 菱形
IDS_SCENARIO_DOMINATION_4POINT_ROMB_COOP,统治 — 联合作战 — 4个关键区域 — 菱形
IDS_SCENARIO_DOMINATION_4_BASES,统治 — 4个关键区域
IDS_SCENARIO_DOMINATION_BASE_RESPAWN_SECTORS,铁壁前线
IDS_SCENARIO_DOMINATION_EVENT,统治
IDS_SCENARIO_DOMINATION_LOCALWEATHER_3POINT,统治 — 当地天气
IDS_SCENARIO_DOMINATION_LOCALWEATHER_3POINT_COOP,统治 — 联合作战 — 当地天气
IDS_SCENARIO_DOMINATION_LOCALWEATHER_4POINT,统治 — 本地天气 — 四区域
IDS_SCENARIO_DOMINATION_LOCALWEATHER_4POINT_COOP,统治 — 联合作战 — 四区域
IDS_SCENARIO_DOMINATION_RANK_OBSERV0,排位战。统治
IDS_SCENARIO_DOMINATION_SPECIAL,对决。统治：终点
IDS_SCENARIO_DOMINATION_SPECIAL_RESPAWNS,铁壁防线
IDS_SCENARIO_DOMINATION_SPECIAL_TOURNAMENT,统治：终点。比赛
IDS_SCENARIO_DOMINATION_TOURNAMENT_3POINT,比赛。统治
IDS_SCENARIO_DOMINATION_TOURNAMENT_3POINTS_OBSERV0,比赛。统治。
IDS_SCENARIO_DOMINATION_TOURNAMENT_3POINT_ALT,比赛。统治 — 替代
IDS_SCENARIO_DOMINATION_TOURNAMENT_4POINT,比赛。统治 — 4个关键区域
IDS_SCENARIO_DOMINATION_TOURNAMENT_4POINT_ALT,比赛。统治 — 4个关键区域 — 替代
IDS_SCENARIO_DOMINATION_TOURNAMENT_5POINT,比赛。统治 — 5个关键区域
IDS_SCENARIO_DOMINATION_ZIGZAG,统治：之字形
IDS_SCENARIO_D_DAY_OPERATION_1,诺曼底登陆日：犹他海滩
IDS_SCENARIO_D_DAY_OPERATION_2_EASY,防守大西洋壁垒
IDS_SCENARIO_D_DAY_OPERATION_3,诺曼底登陆日：突袭奥马哈海滩
IDS_SCENARIO_EPICENTER,震中
IDS_SCENARIO_EPICENTER_SHUFFLE,震中
IDS_SCENARIO_EPICENTRE,震中
IDS_SCENARIO_EPICENTRE_DESCRIPTION,占领关键区域。您越靠近中央，您的队伍就会获得越多的点数！
IDS_SCENARIO_EV19_ANTISTANDART_2019,双子星
IDS_SCENARIO_EV19_ATT_DEF_2019,太空突击
IDS_SCENARIO_EV19_ATT_DEF_2019_RVR,太空突击II
IDS_SCENARIO_EV19_EPICENTER_NEW_2019,土星光环
IDS_SCENARIO_EV19_TORPEDOBEAT_2019,鱼雷打击
IDS_SCENARIO_FIRST_BATTLE,首战
IDS_SCENARIO_FORTS,堡垒
IDS_SCENARIO_FORTS01,堡垒
IDS_SCENARIO_FORTS02,堡垒
IDS_SCENARIO_FORTS03,堡垒
IDS_SCENARIO_FORTS04,堡垒
IDS_SCENARIO_MEGABASE,区域
IDS_SCENARIO_NATIONAL_BATTLES,轴心国vs同盟国。统治
IDS_SCENARIO_OR_MAP_NAME,%(scenarioOrMapName)s，%(date)s
IDS_SCENARIO_PCVE018_EV17HALLOWEEN,暮光之战
IDS_SCENARIO_PCVE019_FIRST_APRIL,浴缸大作战
IDS_SCENARIO_PCVE021_AIR_BARRIERS,隐蔽机动战
IDS_SCENARIO_PCVO001_OP_01_01_37_RIDGE,神盾行动
IDS_SCENARIO_PCVO001_OP_01_01_37_RIDGE_HIGH_LVL,神盾行动
IDS_SCENARIO_PCVO001_OP_01_01_37_RIDGE_HIGH_LVL_FLAGSHIPS_DROP,神盾行动
IDS_SCENARIO_PCVO001_OP_01_01_37_RIDGE_HIGH_LVL_FLAGSHIPS_FIRE,神盾行动
IDS_SCENARIO_PCVO001_OP_01_01_37_RIDGE_HIGH_LVL_FLAGSHIPS_FOCUS,神盾行动
IDS_SCENARIO_PCVO001_OP_01_01_37_RIDGE_HIGH_LVL_FLAGSHIPS_RANDOM,神盾行动
IDS_SCENARIO_PCVO001_OP_01_01_37_RIDGE_MEDIUM_LVL,神盾行动
IDS_SCENARIO_PCVO002_OP_01_02_S01_NAVALBASE,杀人鲸行动
IDS_SCENARIO_PCVO003_OP_01_03_S03_LABYRINTH,营救Raptor
IDS_SCENARIO_PCVO003_OP_01_03_S03_LABYRINTH_HIGH_LVL,营救Raptor
IDS_SCENARIO_PCVO003_OP_01_03_S03_LABYRINTH_HIGH_LVL_FLAGSHIPS_DROP,营救Raptor
IDS_SCENARIO_PCVO003_OP_01_03_S03_LABYRINTH_HIGH_LVL_FLAGSHIPS_FIRE,营救Raptor
IDS_SCENARIO_PCVO003_OP_01_03_S03_LABYRINTH_HIGH_LVL_FLAGSHIPS_FOCUS,营救Raptor
IDS_SCENARIO_PCVO003_OP_01_03_S03_LABYRINTH_HIGH_LVL_FLAGSHIPS_RANDOM,营救Raptor
IDS_SCENARIO_PCVO003_OP_01_03_S03_LABYRINTH_MEDIUM_LVL,营救Raptor
IDS_SCENARIO_PCVO004_OP_01_04_S02_NAVAL_DEFENSE,防守纽波特海军基地
IDS_SCENARIO_PCVO004_OP_01_04_S02_NAVAL_DEFENSE_HIGH_LVL,防守纽波特海军基地
IDS_SCENARIO_PCVO004_OP_01_04_S02_NAVAL_DEFENSE_HIGH_LVL_FLAGSHIPS_DROP,防守纽波特海军基地
IDS_SCENARIO_PCVO004_OP_01_04_S02_NAVAL_DEFENSE_HIGH_LVL_FLAGSHIPS_FIRE,防守纽波特海军基地
IDS_SCENARIO_PCVO004_OP_01_04_S02_NAVAL_DEFENSE_HIGH_LVL_FLAGSHIPS_FOCUS,防守纽波特海军基地
IDS_SCENARIO_PCVO004_OP_01_04_S02_NAVAL_DEFENSE_HIGH_LVL_FLAGSHIPS_RANDOM,防守纽波特海军基地
IDS_SCENARIO_PCVO004_OP_01_04_S02_NAVAL_DEFENSE_MEDIUM_LVL,防守纽波特海军基地
IDS_SCENARIO_PCVO005_OP_11,狼群行动
IDS_SCENARIO_PCVO008_OP_02_03_S07_ADVANCE,那莱行动
IDS_SCENARIO_PCVO009_OP_02_02_S06_ATOLL,“最后前线”行动
IDS_SCENARIO_PCVO009_OP_02_02_S06_ATOLL_HIGH_LVL,“最后前线”行动
IDS_SCENARIO_PCVO009_OP_02_02_S06_ATOLL_HIGH_LVL_FLAGSHIPS_DROP,“最后前线”行动
IDS_SCENARIO_PCVO009_OP_02_02_S06_ATOLL_HIGH_LVL_FLAGSHIPS_FIRE,“最后前线”行动
IDS_SCENARIO_PCVO009_OP_02_02_S06_ATOLL_HIGH_LVL_FLAGSHIPS_FOCUS,“最后前线”行动
IDS_SCENARIO_PCVO009_OP_02_02_S06_ATOLL_HIGH_LVL_FLAGSHIPS_RANDOM,“最后前线”行动
IDS_SCENARIO_PCVO009_OP_02_02_S06_ATOLL_MEDIUM_LVL,“最后前线”行动
IDS_SCENARIO_PCVO010_OP_09_S09_LEPVE,竞技神行动
IDS_SCENARIO_PCVO010_OP_09_S09_LEPVE_HIGH_LVL,竞技神行动
IDS_SCENARIO_PCVO010_OP_09_S09_LEPVE_HIGH_LVL_FLAGSHIPS_DROP,竞技神行动
IDS_SCENARIO_PCVO010_OP_09_S09_LEPVE_HIGH_LVL_FLAGSHIPS_FIRE,竞技神行动
IDS_SCENARIO_PCVO010_OP_09_S09_LEPVE_HIGH_LVL_FLAGSHIPS_FOCUS,竞技神行动
IDS_SCENARIO_PCVO010_OP_09_S09_LEPVE_HIGH_LVL_FLAGSHIPS_RANDOM,竞技神行动
IDS_SCENARIO_PCVO010_OP_09_S09_LEPVE_MEDIUM_LVL,竞技神行动
IDS_SCENARIO_PCVO011_OP_10_S10_USS_CL,樱花绽放行动
IDS_SCENARIO_PCVO011_OP_10_S10_USS_CL_HIGH_LVL,樱花绽放行动
IDS_SCENARIO_PCVO011_OP_10_S10_USS_CL_HIGH_LVL_FLAGSHIPS_DROP,樱花绽放行动
IDS_SCENARIO_PCVO011_OP_10_S10_USS_CL_HIGH_LVL_FLAGSHIPS_FIRE,樱花绽放行动
IDS_SCENARIO_PCVO011_OP_10_S10_USS_CL_HIGH_LVL_FLAGSHIPS_FOCUS,樱花绽放行动
IDS_SCENARIO_PCVO011_OP_10_S10_USS_CL_HIGH_LVL_FLAGSHIPS_RANDOM,樱花绽放行动
IDS_SCENARIO_PCVO011_OP_10_S10_USS_CL_MEDIUM_LVL,樱花绽放行动
IDS_SCENARIO_PCVO012_OP_02_04_S05_DUNKIRK,发电机行动
IDS_SCENARIO_PCVO013_EV_HL_18_E04_HALLOWEEN_2018,恐怖深海
IDS_SCENARIO_PCVO017_EV_HL_18_E04_HALLOWEEN_2018_HARD,恐怖深海（困难）
IDS_SCENARIO_PCVO024_EV_HL_16_50_VANHELLSING,拯救特兰西瓦尼亚
IDS_SCENARIO_PCVO025_EV_HL_16_50_VANHELLSING_HARD,拯救特兰西瓦尼亚（困难）
IDS_SCENARIO_PCVO026_EV_HL_16_50_VANHELLSING_NIGHTMARE,拯救特兰西瓦尼亚（极难）
IDS_SCENARIO_PCVO027_EV_HL_17_E02_HALLOWEEN_2017,黑暗中的光芒
IDS_SCENARIO_PCVO028_EV_HL_17_E02_HALLOWEEN_2017_HARD,黑暗中的光芒（困难）
IDS_SCENARIO_PCVO029_EV_HL_17_E02_HALLOWEEN_2017_NIGHTMARE,黑暗中的光芒（非常困难难度）
IDS_SCENARIO_PCVO031_EV_HL_23_E02_HALLOWEEN_2023,特兰西瓦尼亚的最终航行
IDS_SCENARIO_PINATA_1_VDL,皮纳塔狩猎
IDS_SCENARIO_PINATA_2_VDR,皮纳塔狩猎
IDS_SCENARIO_PINATA_3_VUL,皮纳塔狩猎
IDS_SCENARIO_PINATA_4_VUR,皮纳塔狩猎
IDS_SCENARIO_PINATA_5_HRU,皮纳塔狩猎
IDS_SCENARIO_PINATA_6_HRD,皮纳塔狩猎
IDS_SCENARIO_PINATA_7_HLU,皮纳塔狩猎
IDS_SCENARIO_PINATA_8_HLD,皮纳塔狩猎
IDS_SCENARIO_PORTAL,传送门
IDS_SCENARIO_PORTAL_HARD,传送门（困难）
IDS_SCENARIO_PORTAL_NIGHTMARE,传送门（噩梦）
IDS_SCENARIO_PORTAL_ULTRAHARD,传送门（极难）
IDS_SCENARIO_PVE004_ATTACK_ON_CONVOY_1,攻击舰团 1
IDS_SCENARIO_PVE004_ATTACK_ON_CONVOY_2,攻击舰团 2
IDS_SCENARIO_PVE004_ATTACK_ON_CONVOY_3,攻击舰团 3
IDS_SCENARIO_PVE004_ATTACK_ON_CONVOY_4,攻击舰团 4
IDS_SCENARIO_PVEVANHELLSINGLEFT,Halloween L
IDS_SCENARIO_PVEVANHELLSINGLEFT_SUDDENLY,Halloween LS
IDS_SCENARIO_PVEVANHELLSINGRIGHT,Halloween R
IDS_SCENARIO_PVEVANHELLSINGRIGHT_SUDDENLY,Halloween RS
IDS_SCENARIO_PVE_NO_PASARAN,突击
IDS_SCENARIO_RANKED_ARMSRACE,排位战：军备竞赛
IDS_SCENARIO_RANKED_DOMINATION,排位战。统治
IDS_SCENARIO_RANKED_DOMINATION_1_BASE,排位战。统治：1基地
IDS_SCENARIO_RANKED_DOMINATION_BRAWL,对决。混战
IDS_SCENARIO_RANK_SINGLE_BASE,遭遇战。比赛。
IDS_SCENARIO_RANK_STANDART,标准战。比赛。
IDS_SCENARIO_SINGLE_BASE,遭遇战
IDS_SCENARIO_SKIRMISH_DOMINATION_3_BASES,统治 — 3个关键区域 — 联合作战
IDS_SCENARIO_SKIRMISH_DOMINATION_LOCALWEATHER,统治 — 当地天气。联合作战。
IDS_SCENARIO_SKIRMISH_DOMINATION_ZIGZAG,统治：之字形 — 联合作战
IDS_SCENARIO_SKIRMISH_EPICENTER_LOCALWEATHER,震中 — 当地天气。联合作战。
IDS_SCENARIO_SKIRMISH_MEGABASE,区域 — 联合作战
IDS_SCENARIO_SKIRMISH_SINGLE_BASE,遭遇战 — 联合作战
IDS_SCENARIO_SKIRMISH_STANDART,标准战 — 联合作战
IDS_SCENARIO_SKIRMISH_STANDART_FIRST,标准战 — 联合作战
IDS_SCENARIO_SKIRMISH_STANDART_SECOND,标准战 — 联合作战
IDS_SCENARIO_STANDART,标准战
IDS_SCENARIO_STANDART_FIRST,标准战
IDS_SCENARIO_STANDART_SECOND,标准战
IDS_SCENARIO_ST_TEST,超测：装甲韧性测试
IDS_SCENARIO_TARGET,小把戏
IDS_SCENARIO_TARGET_DESCRIPTION,通过占领关键区域和击毁对方战舰抢在敌方团队之前达成点数。
IDS_SCENARIO_TASKS_TAB,任务
IDS_SCENARIO_TWO_AIRSHIPS,飞艇护卫
IDS_SCENARIO_WW2_OPERATION_1_1011LVL,北极船团
IDS_SCENARIO_WW2_OPERATION_1_67LVL,北极船团
IDS_SCENARIO_WW2_OPERATION_1_78LVL,北极船团
IDS_SCENARIO_WW2_OPERATION_1_89LVL,北极船团
IDS_SCENARIO_WW2_OPERATION_1_9LVL,北极船团
IDS_SCENARIO_WW2_OPERATION_2_1011LVL,东京快车
IDS_SCENARIO_WW2_OPERATION_2_67LVL,东京快车
IDS_SCENARIO_WW2_OPERATION_2_78LVL,东京快车
IDS_SCENARIO_WW2_OPERATION_2_89LVL,东京快车
IDS_SCENARIO_WW2_OPERATION_2_9LVL,东京快车
IDS_SCENARIO_WW2_OPERATION_3_1011LVL,太平洋攻势
IDS_SCENARIO_WW2_OPERATION_3_67LVL,太平洋攻势
IDS_SCENARIO_WW2_OPERATION_3_78LVL,太平洋攻势
IDS_SCENARIO_WW2_OPERATION_3_89LVL,太平洋攻势
IDS_SCENARIO_WW2_OPERATION_3_9LVL,太平洋攻势
IDS_SCHEDULLE,时间表
IDS_SCIENTIESTBD8,Doktor von Roth
IDS_SCORE_FOR_BATTLE,每场战斗积分
IDS_SCORE_FOR_BATTLE_INFO,积分取决于战舰等级和战斗活跃度。
IDS_SCOUTING_DAMAGE,在您侦察下造成的伤害
IDS_SCOUTING_DAMAGE_AVERAGE,在您侦察下造成的伤害
IDS_SCOUTING_DAMAGE_AVERAGE_TOOLTIP,队友在您侦察下对敌方战舰造成的平均伤害
IDS_SCOUTING_DAMAGE_MAX,在您侦察下造成的伤害
IDS_SCOUTING_DAMAGE_MAX_TOOLTIP,队友在您侦察下对敌方战舰造成的最大伤害
IDS_SCOUTING_DAMAGE_TOOLTIP,队友在您侦察下对敌方战舰造成的总伤害
IDS_SCRAP_BUFF_2_APPLIED,承受的伤害已降低
IDS_SCRAP_BUFF_APPLIED,对敌方战舰造成的伤害已提高
IDS_SCREENSPACE_REFLECTIONS,额外反射（SSR）
IDS_SCREENSPACE_REFLECTIONS_DESCRIPTION,进一步增强水面上的反射。
IDS_SCROOGEKLAAS,Scrooge Nicholson
IDS_SEAGAL,John Doe
IDS_SEARCH_BY_ORGANIZER_NAME,按创建者名称搜索
IDS_SEARCH_GROUP_IN_FRIENDS,联系名单
IDS_SEARCH_GROUP_IN_IGNOR_LIST,在黑名单中
IDS_SEARCH_GROUP_IN_MY_CHANNELS,在我的频道名单中
IDS_SEARCH_GROUP_NOT_IN_FRIENDS,不在频道名单中
IDS_SEARCH_GROUP_NOT_IN_MY_CHANNELS,不在我的频道名单中
IDS_SEARCH_INPUT_PLACEHOLDER,搜索
IDS_SEARCH_RESULTS,搜寻结果
IDS_SEASON_ENSIGN,纪念旗帜
IDS_SEASON_RESTRICTIONS,限制
IDS_SEASON_RESTRICTIONS_TOOLTIP_HEADER,特定战舰限制
IDS_SEASON_TITLE_0,测试赛季
IDS_SEASON_TITLE_1,测试赛季
IDS_SEASON_TITLE_10,第十赛季
IDS_SEASON_TITLE_101,冲刺 1
IDS_SEASON_TITLE_102,冲刺 2
IDS_SEASON_TITLE_103,冲刺 3
IDS_SEASON_TITLE_104,冲刺 4
IDS_SEASON_TITLE_105,冲刺 5
IDS_SEASON_TITLE_106,冲刺 6
IDS_SEASON_TITLE_107,冲刺 7
IDS_SEASON_TITLE_108,冲刺 8
IDS_SEASON_TITLE_109,冲刺 9
IDS_SEASON_TITLE_11,第十一赛季
IDS_SEASON_TITLE_110,冲刺 10
IDS_SEASON_TITLE_111,冲刺 11
IDS_SEASON_TITLE_112,冲刺 12
IDS_SEASON_TITLE_113,冲刺 13
IDS_SEASON_TITLE_114,冲刺 14
IDS_SEASON_TITLE_115,冲刺 15
IDS_SEASON_TITLE_116,冲刺 16
IDS_SEASON_TITLE_117,冲刺 17
IDS_SEASON_TITLE_118,冲刺 18
IDS_SEASON_TITLE_12,第十二赛季
IDS_SEASON_TITLE_13,第13赛季
IDS_SEASON_TITLE_14,第十四赛季
IDS_SEASON_TITLE_15,第十五赛季
IDS_SEASON_TITLE_16,第十六赛季
IDS_SEASON_TITLE_17,第十七赛季
IDS_SEASON_TITLE_18,第十八赛季
IDS_SEASON_TITLE_19,第十九赛季
IDS_SEASON_TITLE_2,第二赛季
IDS_SEASON_TITLE_20,第二十赛季
IDS_SEASON_TITLE_21,第21赛季
IDS_SEASON_TITLE_22,第22赛季
IDS_SEASON_TITLE_23,第23赛季
IDS_SEASON_TITLE_24,第24赛季
IDS_SEASON_TITLE_25,第25赛季
IDS_SEASON_TITLE_26,第26赛季
IDS_SEASON_TITLE_27,第27赛季
IDS_SEASON_TITLE_28,第28赛季
IDS_SEASON_TITLE_29,第29赛季
IDS_SEASON_TITLE_3,第三赛季
IDS_SEASON_TITLE_30,第30赛季
IDS_SEASON_TITLE_4,第四赛季
IDS_SEASON_TITLE_5,第五赛季
IDS_SEASON_TITLE_6,第六赛季
IDS_SEASON_TITLE_7,第七赛季
IDS_SEASON_TITLE_8,第八赛季
IDS_SEASON_TITLE_9,第九赛季
IDS_SEA_REFLECTION_QUALITY,反射
IDS_SEA_REFLECTION_QUALITY_DESCRIPTION,对象在水面上反射的渲染质量。
IDS_SEA_SIMULATION_QUALITY,海面渲染质量
IDS_SEA_SIMULATION_QUALITY_DESCRIPTION,设置水面和效果的渲染质量和细节。
IDS_SECOND,秒
IDS_SECONDARYHEADER,次要目标
IDS_SECONDARY_CALIBER,副炮
IDS_SECONDARY_CALIBER_STAR_TREK,辅助火炮
IDS_SECOND_AMERICAN_ARCSUBCOLLECTION_NAME,巡洋舰，40年代
IDS_SECOND_AZURLANESUBCOLLECTION_NAME,皇家海军
IDS_SECOND_AZURLANE_8_NAME,铁血
IDS_SECOND_BD098_NAME,第一次世界大战的战舰
IDS_SECOND_BD2022_QUEST_NAME,海风和白浪
IDS_SECOND_BDSUBCOLLECTION_NAME,第 2 部分
IDS_SECOND_BRITISHARC_NAME,火炮
IDS_SECOND_BRITISHCVARC_NAME,海军航空部队
IDS_SECOND_CAPTSUBCOLLECTION_NAME,卡普大师课
IDS_SECOND_CLASS_SKILL,额外特化技能
IDS_SECOND_FRENCHDDARC_NAME,荣誉军团勋章
IDS_SECOND_GERDD_1004_NAME,驱逐舰防空炮
IDS_SECOND_GF097_NAME,战舰徽章
IDS_SECOND_HAPPY_BIRTHDAY2018COLLECTION_NAME,第 2 部分
IDS_SECOND_HSF2018SUBCOLLECTION_NAME,武器部
IDS_SECOND_ITCA_0810_NAME,使命回顾
IDS_SECOND_ITDD_0_11_3_NAME,"意大利驱逐舰：
主炮"
IDS_SECOND_KOTSSUBCOLLECTION_NAME,比赛配置
IDS_SECOND_MAY_DAY_NAME,英国
IDS_SECOND_NY2018SUBCOLLECTION_NAME,战舰徽章
IDS_SECOND_NY2019SUBCOLLECTION_NAME,传奇的名字
IDS_SECOND_NY2020SUBCOLLECTION_NAME,横幅
IDS_SECOND_NY2022SUBCOLLECTION_NAME,英国皇家海军的圣诞节
IDS_SECOND_OVECHKINSUBCOLLECTION_NAME,早期生涯
IDS_SECOND_PA_SAZHENBING_NAME,繁星闪耀
IDS_SECOND_PCZA027_TFTM_108_NAME,霸天虎指挥官
IDS_SECOND_PCZA039_ENDOFWWII_NAME,1942–1943
IDS_SECOND_SABATON_NAME,Pär Sundström
IDS_SECOND_SOVIETBBARC_NAME,主炮
IDS_SECOND_SPACE, 秒
IDS_SECOND_STAR_TREK_1310_NAME,行星
IDS_SECOND_USABB_0910_NAME,世界大战服役勋章
IDS_SECOND_VIVALAFRANCESUBCOLLECTION_NAME,徽章和纹章
IDS_SECOND_YAMSUBCOLLECTION_NAME,军服物品
IDS_SEIICHI_ITO,Seiichi Itō
IDS_SEKI,Seki
IDS_SELECTED_BY_USER,主要
IDS_SELECTED_FOR_PASSAGE,选择
IDS_SELECTED_TRAINING_BATTLE_TIME,战斗时间：
IDS_SELECTED_TRAINING_COMMENT,说明：
IDS_SELECTED_TRAINING_MAP,地图：
IDS_SELECTED_TRAINING_ORGANIZER,创建者：
IDS_SELECTED_TRAINING_PLAYERS_COUNT,玩家数量：
IDS_SELECTED_TRAINING_TEAM_RESTRICTIONS,团队成员：
IDS_SELECTED_TRAINING_TYPE_OF_BATTLE,战斗类别：
IDS_SELECTED_TRAINING_WEATHER,天气
IDS_SELECTING_CROSSHAIR,准星选择
IDS_SELECT_AIRPLANES,选择飞机
IDS_SELECT_ALL_AIRPLANES,选择所有飞行中的中队
IDS_SELECT_ALL_SHIPS_FOR_DETAILED_STAT,显示所有战舰的统计
IDS_SELECT_CLAN_BATTLE_SCHEDULE,选择时段
IDS_SELECT_CROSSHAIR,选择准星
IDS_SELECT_DOGTAG_COMPONENT_BG_BORDER_COLOR,选择镶边颜色
IDS_SELECT_DOGTAG_COMPONENT_BG_COLOR,选择背景颜色
IDS_SELECT_DOGTAG_COMPONENT_BG_MATERIAL,选择纹理
IDS_SELECT_DOGTAG_COMPONENT_BG_SHAPE,选择形状
IDS_SELECT_DOGTAG_COMPONENT_EMBLEM,选择一个徽章
IDS_SELECT_DOGTAG_COMPONENT_PATCH,选择补丁
IDS_SELECT_DOGTAG_COMPONENT_SYMBOL,选择符号
IDS_SELECT_EVENT_SHIP_BUTTON_UPPER_CASE,在港口中查看
IDS_SELECT_NEXT_AIRPLANE,下支中队
IDS_SELECT_ONE_OF_SHIPS_ALLOWED_FOR_CLAN,选择一艘适合军团战的战舰
IDS_SELECT_ONE_OF_SHIPS_ALLOWED_FOR_EVENT,选择适合选定战斗模式的战舰。
IDS_SELECT_ONE_OF_SHIPS_ALLOWED_FOR_OPERATION,从中选择一艘可以参加行动的战舰
IDS_SELECT_ONE_OF_SHIPS_ALLOWED_FOR_TRAINING,选择一艘可用于战斗训练的战舰
IDS_SELECT_PORT,选择港口
IDS_SELECT_SHIP_FOR_DETAILED_STAT,显示此战舰的统计
IDS_SELECT_YOUR_TEAM,您不在团队中
IDS_SELL,出售
IDS_SELLING_WITH_DISCOUNT_WARNING,该战舰目前享受特惠，因此售价降低
IDS_SELL_COST,出售价格：
IDS_SELL_MODERNIZATIONS,出售升级品
IDS_SELL_OR_UNMOUNT_MODERNIZATION_MOUSE_INSTRUCTION,拆卸或出售一个升级品
IDS_SELL_SHIP,要出售战舰吗？
IDS_SELL_SHIP_UPPER_CASE,出售战舰
IDS_SELL_SHIP_WILL_RECEIVE,将会获得
IDS_SELL_SHIP_WILL_SPEND,将会扣除
IDS_SELL_UPPER_CASE,出售
IDS_SEND_MESSAGE,发送消息
IDS_SEP18_DAILY,每日试航
IDS_SERIKA,黑见芹香
IDS_SERVER,服务器：
IDS_SERVER_DISCONNECT,从服务器断开
IDS_SERVER_DISCONNECTED,您已经与服务器的中断连接。
IDS_SERVER_DISCONNECT_BUTTON,断开连接
IDS_SERVER_HAS_RESTART_BATTLE,注意！服务器即将开始维护。您会在当前战斗结束时退回至登录界面。
IDS_SERVER_HAS_RESTART_BATTLE_SOFT,注意！服务器正在重启。您当前战斗结束后，你将转移至其它服务器。
IDS_SERVER_IS_FULL_WAIT_FOR_YOU_TURN,服务器已满，您正在进入游戏的队列中，请稍后。
IDS_SERVER_NAME,服务器
IDS_SERVER_RESTART_CANCEL,服务器重启已取消
